pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
2920,ACI-2307,45,PICK,MFG Floor,02/26/26 08:52:57,likely consumed/staged on floor -> verify if on-hand should be 0
7681,3824-15,45,PICK,MFG Floor,03/03/26 09:23:31,likely consumed/staged on floor -> verify if on-hand should be 0
6899,ACI-3918,45,PICK,MFG Floor,02/11/26 10:52:37,likely consumed/staged on floor -> verify if on-hand should be 0
2052,7311-2,45,PTWY,1505622,08/07/17 15:29:58,moved off floor -> location may be stale (real available stock)
8174,7221L-23,44,PICK,MFG Floor,02/13/26 11:06:13,likely consumed/staged on floor -> verify if on-hand should be 0
15694,8228l-15,40,PTWY,1503006,10/01/25 13:45:51,moved off floor -> location may be stale (real available stock)
35246,8520L-50,40,PICK,MFG Floor,12/01/25 12:37:17,likely consumed/staged on floor -> verify if on-hand should be 0
33937,8294M-3-55,40,PICK,MFG Floor,05/30/25 10:48:53,likely consumed/staged on floor -> verify if on-hand should be 0
27666,8594l-400,40,PTWY,1503011,07/10/25 10:15:53,moved off floor -> location may be stale (real available stock)
4713,ACI-3791,40,PICK,MFG Floor,10/28/25 12:49:50,likely consumed/staged on floor -> verify if on-hand should be 0
2942,ACI-2070,40,PICK,MFG Floor,02/20/26 11:37:42,likely consumed/staged on floor -> verify if on-hand should be 0
34359,8461l-55,40,PICK,MFG Floor,02/16/26 10:42:57,likely consumed/staged on floor -> verify if on-hand should be 0
36328,8620ML-100,40,PTWY,2201403,09/22/25 11:38:04,moved off floor -> location may be stale (real available stock)
27337,8080L-1-15,40,PICK,MFG Floor,10/22/25 08:14:32,likely consumed/staged on floor -> verify if on-hand should be 0
11793,8103-5,40,PICK,MFG Floor,02/12/26 10:35:31,likely consumed/staged on floor -> verify if on-hand should be 0
2722,ACI-953,38,PICK,MFG Floor,10/20/25 10:30:12,likely consumed/staged on floor -> verify if on-hand should be 0
11675,ACI-4518,37,PICK,MFG Floor,03/03/26 09:17:35,likely consumed/staged on floor -> verify if on-hand should be 0
37771,7594-16,36,PICK,MFG Floor,12/03/25 11:34:44,likely consumed/staged on floor -> verify if on-hand should be 0
6781,8183L-200,36,PICK,MFG Floor,02/25/26 10:13:06,likely consumed/staged on floor -> verify if on-hand should be 0
11866,8141M-215,36,PICK,MFG Floor,03/03/26 09:33:31,likely consumed/staged on floor -> verify if on-hand should be 0
3170,ACI-2493,35,PICK,MFG Floor,11/20/25 12:23:56,likely consumed/staged on floor -> verify if on-hand should be 0
27968,8443L-150,35,PICK,MFG Floor,03/03/26 11:40:54,likely consumed/staged on floor -> verify if on-hand should be 0
12908,6948L-18,35,PICK,MFG Floor,10/15/25 12:13:12,likely consumed/staged on floor -> verify if on-hand should be 0
5405,7995-31,35,PICK,MFG Floor,03/03/26 08:42:02,likely consumed/staged on floor -> verify if on-hand should be 0
2820,ACI-2229,35,PICK,MFG Floor,02/25/26 12:19:57,likely consumed/staged on floor -> verify if on-hand should be 0
6302,7595-47,35,PICK,MFG Floor,02/27/26 11:26:30,likely consumed/staged on floor -> verify if on-hand should be 0
23158,8223l-35,34,PTWY,1503005,09/17/25 11:25:50,moved off floor -> location may be stale (real available stock)
2702,ACI-935,34,PICK,MFG Floor,11/24/25 09:00:54,likely consumed/staged on floor -> verify if on-hand should be 0
11762,3815-14,33,PICK,MFG Floor,03/03/26 09:12:48,likely consumed/staged on floor -> verify if on-hand should be 0
3985,8448L-80,32,PICK,MFG Floor,02/26/26 07:36:21,likely consumed/staged on floor -> verify if on-hand should be 0
41721,8003-17,30,RESTOCK,"",04/03/26 10:15:14,moved off floor -> location may be stale (real available stock)
37673,7778-22,30,PICK,MFG Floor,12/03/25 11:26:30,likely consumed/staged on floor -> verify if on-hand should be 0
2751,ACI-980,30,PICK,MFG Floor,10/20/25 09:56:25,likely consumed/staged on floor -> verify if on-hand should be 0
20322,6948l-10,30,PICK,MFG Floor,02/09/26 08:20:19,likely consumed/staged on floor -> verify if on-hand should be 0
6632,ACI-1961,30,PICK,MFG Floor,05/27/25 10:42:19,likely consumed/staged on floor -> verify if on-hand should be 0
37887,7395-65,30,PICK,MFG Floor,12/09/25 12:25:55,likely consumed/staged on floor -> verify if on-hand should be 0
33428,ACI-10040,30,PICK,MFG Floor,01/28/26 12:12:15,likely consumed/staged on floor -> verify if on-hand should be 0
2359,ACI-695,30,PICK,MFG Floor,09/18/25 09:08:40,likely consumed/staged on floor -> verify if on-hand should be 0
22722,8384L-25,30,PICK,MFG Floor,03/03/26 10:04:48,likely consumed/staged on floor -> verify if on-hand should be 0
2872,6458-3,30,PICK,MFG Floor,08/15/25 13:36:13,likely consumed/staged on floor -> verify if on-hand should be 0
45285,8197-40,30,RESTOCK,1603003,04/09/26 09:04:18,moved off floor -> location may be stale (real available stock)
27849,8443L-10,30,PICK,MFG Floor,03/03/26 09:56:32,likely consumed/staged on floor -> verify if on-hand should be 0
42905,8721L-225,30,PICK,MFG Floor,12/12/25 12:52:49,likely consumed/staged on floor -> verify if on-hand should be 0
11864,7159-38,30,PICK,MFG Floor,03/03/26 09:33:09,likely consumed/staged on floor -> verify if on-hand should be 0
18788,6463-70,30,PTWY,1406607,01/12/26 12:44:31,moved off floor -> location may be stale (real available stock)
3317,ACI-2604,30,PICK,MFG Floor,01/30/26 10:52:43,likely consumed/staged on floor -> verify if on-hand should be 0
5823,8262-95,30,PICK,MFG Floor,10/01/25 11:16:05,likely consumed/staged on floor -> verify if on-hand should be 0
28267,8446l-75,30,PTWY,1504006,02/05/26 11:31:38,moved off floor -> location may be stale (real available stock)
2915,ACI-2292,30,PICK,MFG Floor,02/25/26 09:59:26,likely consumed/staged on floor -> verify if on-hand should be 0
4475,ACI-3589,30,PICK,MFG Floor,02/20/26 07:22:28,likely consumed/staged on floor -> verify if on-hand should be 0
2826,6441-7,29,PICK,MFG Floor,02/27/26 09:50:47,likely consumed/staged on floor -> verify if on-hand should be 0
2864,ACI-2265,29,PICK,MFG Floor,02/25/26 09:29:29,likely consumed/staged on floor -> verify if on-hand should be 0
2953,ACI-2063,29,PICK,MFG Floor,01/20/26 11:25:22,likely consumed/staged on floor -> verify if on-hand should be 0
7205,8138M-280,28,PICK,MFG Floor,02/27/26 11:30:36,likely consumed/staged on floor -> verify if on-hand should be 0
18341,7595-32,28,PICK,MFG Floor,02/26/26 07:47:04,likely consumed/staged on floor -> verify if on-hand should be 0
25101,8080L-1-250,28,PICK,MFG Floor,01/15/26 08:12:49,likely consumed/staged on floor -> verify if on-hand should be 0
27765,8433L-180,28,PICK,MFG Floor,03/03/26 13:04:56,likely consumed/staged on floor -> verify if on-hand should be 0
6851,7957ML-12,27,PICK,MFG Floor,02/11/26 11:09:01,likely consumed/staged on floor -> verify if on-hand should be 0
3287,ACI-2590,27,PICK,MFG Floor,02/04/26 14:40:38,likely consumed/staged on floor -> verify if on-hand should be 0
7670,7582l-3,26,PICK,MFG Floor,03/02/26 15:21:38,likely consumed/staged on floor -> verify if on-hand should be 0
38918,6519L-1-7,26,PICK,MFG Floor,05/22/25 14:43:32,likely consumed/staged on floor -> verify if on-hand should be 0
4479,ACI-3644,26,PICK,MFG Floor,02/25/26 13:10:19,likely consumed/staged on floor -> verify if on-hand should be 0
6841,7210-32,26,PICK,MFG Floor,02/25/26 10:32:10,likely consumed/staged on floor -> verify if on-hand should be 0
13335,8181-475,25,PICK,MFG Floor,10/21/25 14:51:04,likely consumed/staged on floor -> verify if on-hand should be 0
27915,8433L-270,25,PICK,MFG Floor,03/03/26 12:07:55,likely consumed/staged on floor -> verify if on-hand should be 0
27048,6209-93,25,PICK,MFG Floor,02/26/26 07:59:18,likely consumed/staged on floor -> verify if on-hand should be 0
6300,8024L-89,25,PICK,MFG Floor,02/11/26 10:48:29,likely consumed/staged on floor -> verify if on-hand should be 0
6699,8041-53,25,PICK,MFG Floor,02/27/26 09:50:54,likely consumed/staged on floor -> verify if on-hand should be 0
13338,8181-470,25,PICK,MFG Floor,10/21/25 14:50:49,likely consumed/staged on floor -> verify if on-hand should be 0
4059,ACI-3363,25,PICK,MFG Floor,02/10/26 08:40:19,likely consumed/staged on floor -> verify if on-hand should be 0
11860,8141M-270,25,PICK,MFG Floor,03/03/26 10:04:26,likely consumed/staged on floor -> verify if on-hand should be 0
13339,8181-480,25,PICK,MFG Floor,10/21/25 14:51:11,likely consumed/staged on floor -> verify if on-hand should be 0
9603,ACI-5731,25,PICK,MFG Floor,12/09/25 12:26:11,likely consumed/staged on floor -> verify if on-hand should be 0
2364,8089L-150,25,PICK,MFG Floor,02/27/26 13:03:27,likely consumed/staged on floor -> verify if on-hand should be 0
38849,8603-55,25,RESTOCK,"",04/03/26 10:18:46,moved off floor -> location may be stale (real available stock)
27669,8433L-375,25,PICK,MFG Floor,03/03/26 12:38:45,likely consumed/staged on floor -> verify if on-hand should be 0
2741,ACI-961,25,PICK,MFG Floor,10/20/25 10:30:34,likely consumed/staged on floor -> verify if on-hand should be 0
11670,ACI-4517,25,PICK,MFG Floor,03/03/26 09:23:04,likely consumed/staged on floor -> verify if on-hand should be 0
37766,7594-23,25,PICK,MFG Floor,08/18/25 09:21:37,likely consumed/staged on floor -> verify if on-hand should be 0
11070,8135-110,25,PICK,MFG Floor,03/03/26 09:12:59,likely consumed/staged on floor -> verify if on-hand should be 0
7308,7984-70,25,PICK,MFG Floor,01/14/26 07:25:35,likely consumed/staged on floor -> verify if on-hand should be 0
11621,8142M-240,24,PICK,MFG Floor,03/03/26 09:23:25,likely consumed/staged on floor -> verify if on-hand should be 0
12576,6542-7,24,PICK,MFG Floor,02/25/26 14:02:58,likely consumed/staged on floor -> verify if on-hand should be 0
15860,8249-15,24,PICK,MFG Floor,01/14/26 07:25:25,likely consumed/staged on floor -> verify if on-hand should be 0
7076,7860-54,24,PICK,MFG Floor,02/02/26 08:57:55,likely consumed/staged on floor -> verify if on-hand should be 0
37754,7594-37,23,PICK,MFG Floor,10/08/25 14:33:22,likely consumed/staged on floor -> verify if on-hand should be 0
12282,7880-14,23,PICK,MFG Floor,02/27/26 12:13:38,likely consumed/staged on floor -> verify if on-hand should be 0
18769,6463-230,22,PICK,MFG Floor,06/14/24 09:28:45,likely consumed/staged on floor -> verify if on-hand should be 0
40668,8733L-10,22,PICK,MFG Floor,09/24/25 10:18:05,likely consumed/staged on floor -> verify if on-hand should be 0
6374,7916M-14,22,PICK,MFG Floor,02/27/26 10:52:11,likely consumed/staged on floor -> verify if on-hand should be 0
11765,3824-6,22,PICK,MFG Floor,03/03/26 09:17:26,likely consumed/staged on floor -> verify if on-hand should be 0
3384,ACI-2671,22,PICK,MFG Floor,02/04/26 14:41:08,likely consumed/staged on floor -> verify if on-hand should be 0
2869,ACI-2262,22,PICK,MFG Floor,01/15/26 09:58:17,likely consumed/staged on floor -> verify if on-hand should be 0
16071,8142M-285,22,PICK,MFG Floor,02/02/26 13:00:24,likely consumed/staged on floor -> verify if on-hand should be 0
2569,ACI-836,22,PICK,MFG Floor,09/30/25 14:20:32,likely consumed/staged on floor -> verify if on-hand should be 0
3318,ACI-2606,22,PICK,MFG Floor,02/05/26 10:02:24,likely consumed/staged on floor -> verify if on-hand should be 0
11671,8562-15,22,PICK,MFG Floor,11/07/25 11:57:11,likely consumed/staged on floor -> verify if on-hand should be 0
2448,8392M-65,21,PICK,MFG Floor,09/30/25 14:21:13,likely consumed/staged on floor -> verify if on-hand should be 0
18643,8252M-3-175,21,PICK,MFG Floor,02/26/26 10:01:57,likely consumed/staged on floor -> verify if on-hand should be 0
25574,6252-70,21,PTWY,1603003,03/30/26 10:35:48,moved off floor -> location may be stale (real available stock)
2894,ACI-2282,21,PICK,MFG Floor,01/15/26 09:58:34,likely consumed/staged on floor -> verify if on-hand should be 0
11847,8066-5,21,PICK,MFG Floor,05/27/25 11:06:53,likely consumed/staged on floor -> verify if on-hand should be 0
4668,ACI-3814,20,PICK,MFG Floor,12/12/25 12:39:19,likely consumed/staged on floor -> verify if on-hand should be 0
27930,8433L-420,20,PICK,MFG Floor,03/03/26 12:07:39,likely consumed/staged on floor -> verify if on-hand should be 0
28131,8443L-105,20,PICK,MFG Floor,03/03/26 12:07:05,likely consumed/staged on floor -> verify if on-hand should be 0
4499,ACI-3674,20,PICK,MFG Floor,02/02/26 08:36:50,likely consumed/staged on floor -> verify if on-hand should be 0
45098,8197-10,20,RESTOCK,MFG Floor,04/08/26 07:44:39,moved off floor -> location may be stale (real available stock)
4513,ACI-3705,20,PICK,MFG Floor,01/30/26 11:08:57,likely consumed/staged on floor -> verify if on-hand should be 0
1344,8302L-120,20,PICK,MFG Floor,11/17/25 12:48:57,likely consumed/staged on floor -> verify if on-hand should be 0
26759,8446l-45,20,PTWY,1506206,07/01/25 11:35:40,moved off floor -> location may be stale (real available stock)
2662,ACI-909,20,PICK,MFG Floor,01/15/26 08:35:31,likely consumed/staged on floor -> verify if on-hand should be 0
2660,ACI-900,20,PICK,MFG Floor,01/15/26 08:35:45,likely consumed/staged on floor -> verify if on-hand should be 0
2652,ACI-893,20,PICK,MFG Floor,01/15/26 08:35:56,likely consumed/staged on floor -> verify if on-hand should be 0
13317,8181-330,20,PICK,MFG Floor,10/20/25 09:38:08,likely consumed/staged on floor -> verify if on-hand should be 0
13087,8141M-260,20,PICK,MFG Floor,12/12/25 12:39:22,likely consumed/staged on floor -> verify if on-hand should be 0
41732,8603-40,20,PICK,MFG Floor,10/08/25 08:32:32,likely consumed/staged on floor -> verify if on-hand should be 0
2939,ACI-2067,20,PICK,MFG Floor,01/19/26 10:44:23,likely consumed/staged on floor -> verify if on-hand should be 0
4616,ACI-3758,20,PICK,MFG Floor,02/02/26 10:24:09,likely consumed/staged on floor -> verify if on-hand should be 0
4622,ACI-3717,20,PICK,MFG Floor,02/02/26 10:12:13,likely consumed/staged on floor -> verify if on-hand should be 0
4625,7688-15,20,PTWY,1503003,09/30/25 13:03:47,moved off floor -> location may be stale (real available stock)
2761,8207M -5,20,PICK,MFG Floor,02/10/26 08:39:19,likely consumed/staged on floor -> verify if on-hand should be 0
24457,8119L-70,20,PTWY,1301202,08/29/25 09:28:03,moved off floor -> location may be stale (real available stock)
2433,ACI-767,20,PICK,MFG Floor,09/18/25 09:45:29,likely consumed/staged on floor -> verify if on-hand should be 0
4681,ACI-3811,20,PICK,MFG Floor,01/30/26 10:09:58,likely consumed/staged on floor -> verify if on-hand should be 0
4703,ACI-3789,20,PICK,MFG Floor,12/12/25 12:38:35,likely consumed/staged on floor -> verify if on-hand should be 0
4098,8258L-145,20,PICK,MFG Floor,09/04/25 15:19:34,likely consumed/staged on floor -> verify if on-hand should be 0
2356,7157-34,20,PICK,MFG Floor,02/27/26 10:34:01,likely consumed/staged on floor -> verify if on-hand should be 0
11137,8136L-5,20,PICK,MFG Floor,02/27/26 07:31:35,likely consumed/staged on floor -> verify if on-hand should be 0
34772,7143L-22,20,PTWY,2302001,03/02/26 08:57:51,moved off floor -> location may be stale (real available stock)
30338,8439L-15,20,PICK,MFG Floor,09/03/25 14:23:21,likely consumed/staged on floor -> verify if on-hand should be 0
4070,ACI-126,20,PICK,MFG Floor,02/10/26 08:38:24,likely consumed/staged on floor -> verify if on-hand should be 0
34357,8764L-400,20,PTWY,1301705,09/12/25 14:26:57,moved off floor -> location may be stale (real available stock)
18342,7595-22,20,PICK,MFG Floor,02/25/26 14:19:56,likely consumed/staged on floor -> verify if on-hand should be 0
31360,8594L-1010,20,PICK,MFG Floor,02/04/26 14:47:35,likely consumed/staged on floor -> verify if on-hand should be 0
38803,8733L-20,20,PICK,MFG Floor,11/10/25 09:03:59,likely consumed/staged on floor -> verify if on-hand should be 0
3328,ACI-2615,20,PICK,MFG Floor,02/05/26 10:11:18,likely consumed/staged on floor -> verify if on-hand should be 0
36181,8622ml-45,20,PTWY,2202501,01/27/26 10:56:09,moved off floor -> location may be stale (real available stock)
31541,6519l-2-11,20,PICK,MFG Floor,11/24/25 07:57:47,likely consumed/staged on floor -> verify if on-hand should be 0
33244,7944L-90,20,PICK,MFG Floor,02/25/26 13:03:03,likely consumed/staged on floor -> verify if on-hand should be 0
36409,8294M-3-40,20,PICK,MFG Floor,05/30/25 10:48:45,likely consumed/staged on floor -> verify if on-hand should be 0
11162,8594l-610,20,PICK,MFG Floor,02/16/26 10:43:07,likely consumed/staged on floor -> verify if on-hand should be 0
38247,5684L-9,20,PICK,MFG Floor,10/28/25 09:32:02,likely consumed/staged on floor -> verify if on-hand should be 0
